State,Account_length,Area_code,International_plan,Voice_mail_plan,Num_vmail_messages,Total_day_minutes,Total_day_calls,Total_eve_minutes,Total_eve_calls,Total_night_minutes,Total_night_calls,Total_intl_minutes,Total_intl_calls,Customer_service_calls,Total_day_charge,Total_eve_charge,Total_night_charge,Total_intl_charge,Churn
TX,107,415,no,no,12,208.5,31,233.7,31,170.9,135,7.2,16,3,35.44,19.86,7.69,1.94,0
FL,232,408,no,no,36,225.2,153,155.0,108,159.7,138,8.0,7,4,38.28,13.18,7.19,2.16,0
TX,42,415,no,yes,29,184.2,141,221.1,42,143.1,126,14.0,2,6,31.31,18.79,6.44,3.78,1
CA,190,408,no,no,40,207.3,92,191.7,135,206.5,115,12.4,6,7,35.24,16.29,9.29,3.35,1
TX,115,510,yes,no,44,189.9,67,203.1,73,234.8,155,11.7,9,0,32.28,17.26,10.57,3.16,0
OH,139,510,no,no,36,138.0,62,283.8,138,234.2,33,12.1,18,5,23.46,24.12,10.54,3.27,0
FL,103,415,no,yes,46,123.4,81,257.8,155,177.4,170,13.1,14,0,20.98,21.91,7.98,3.54,0
KY,171,415,no,no,6,217.8,141,274.1,38,189.5,155,10.4,14,7,37.03,23.3,8.53,2.81,1
CA,95,408,no,no,13,261.9,154,159.1,25,189.3,164,9.0,4,0,44.52,13.52,8.52,2.43,0
OH,17,415,no,no,47,91.9,40,148.9,71,172.8,130,11.5,2,3,15.62,12.66,7.78,3.11,0
IN,225,408,yes,no,5,102.5,2,223.3,101,95.9,8,9.9,2,2,17.42,18.98,4.32,2.67,0
FL,160,415,no,no,33,102.0,93,216.2,25,189.5,88,14.2,3,1,17.34,18.38,8.53,3.83,0
KY,221,415,no,no,15,221.9,58,101.2,31,183.9,129,14.1,14,7,37.72,8.6,8.28,3.81,1
TX,213,415,no,yes,50,226.4,150,216.9,45,197.4,22,12.4,15,5,38.49,18.44,8.88,3.35,1
KY,85,510,yes,no,36,127.3,17,302.4,155,171.2,144,6.6,4,3,21.64,25.7,7.7,1.78,0
IN,168,510,no,no,35,299.1,103,294.9,134,215.7,152,7.0,7,2,50.85,25.07,9.71,1.89,1
CA,151,408,no,yes,45,159.2,73,165.0,34,346.3,154,6.4,9,5,27.06,14.02,15.58,1.73,1
CA,56,415,no,no,5,257.5,119,235.6,21,242.3,19,10.5,1,5,43.78,20.03,10.9,2.84,1
FL,134,408,no,no,7,223.7,75,155.5,149,174.4,72,12.5,13,4,38.03,13.22,7.85,3.38,0
CA,86,415,no,no,23,128.3,7,195.2,121,188.0,163,9.2,4,2,21.81,16.59,8.46,2.48,0
FL,178,510,no,no,2,157.4,159,159.0,2,193.9,155,8.3,6,8,26.76,13.52,8.73,2.24,1
FL,102,510,no,no,3,132.9,80,141.5,45,206.3,28,10.3,10,5,22.59,12.03,9.28,2.78,0
FL,165,415,no,no,31,107.4,100,244.2,7,199.7,119,7.9,2,4,18.26,20.76,8.99,2.13,1
TX,237,415,no,yes,0,166.3,8,214.3,3,175.6,169,10.7,11,6,28.27,18.22,7.9,2.89,0
OH,192,510,no,no,33,115.3,89,222.2,14,172.8,57,9.3,13,0,19.6,18.89,7.78,2.51,0
FL,54,510,yes,yes,44,170.6,47,231.7,43,234.8,117,8.2,0,6,29.0,19.69,10.57,2.21,0
FL,200,408,no,yes,8,284.4,114,209.9,166,185.8,31,10.3,15,0,48.35,17.84,8.36,2.78,1
OH,233,510,no,no,11,217.6,151,148.1,119,230.9,139,12.4,14,8,36.99,12.59,10.39,3.35,0
KY,177,415,no,no,9,149.9,86,210.5,75,188.2,157,5.9,0,5,25.48,17.89,8.47,1.59,0
FL,227,408,no,no,9,145.5,94,189.1,156,102.6,59,10.5,12,6,24.74,16.07,4.62,2.84,1
TX,115,415,no,yes,49,158.3,113,190.4,161,142.9,138,4.3,14,6,26.91,16.18,6.43,1.16,1
CA,139,408,no,no,43,291.8,17,152.8,153,113.6,100,9.3,16,0,49.61,12.99,5.11,2.51,0
CA,88,415,no,yes,47,121.2,28,124.7,111,211.2,138,11.9,8,1,20.6,10.6,9.5,3.21,0
IN,49,510,no,no,22,179.9,1,171.6,86,108.2,111,12.8,4,2,30.58,14.59,4.87,3.46,0
IN,149,415,no,no,5,205.1,77,227.3,17,173.0,110,8.6,11,7,34.87,19.32,7.78,2.32,1
CA,115,408,no,yes,23,245.6,67,196.5,51,180.1,79,8.6,16,8,41.75,16.7,8.1,2.32,0
CA,194,415,no,no,23,162.0,97,289.2,53,186.7,98,9.4,10,7,27.54,24.58,8.4,2.54,0
TX,63,408,no,yes,20,128.0,116,196.7,41,247.5,0,7.0,10,5,21.76,16.72,11.14,1.89,0
OH,104,415,no,no,41,195.6,109,209.7,92,256.9,88,10.4,7,1,33.25,17.82,11.56,2.81,0
IN,83,510,no,no,30,251.0,40,200.8,140,159.9,112,7.3,14,1,42.67,17.07,7.2,1.97,0
OH,103,510,no,no,46,165.3,114,146.9,31,199.0,26,11.5,1,6,28.1,12.49,8.96,3.11,0
TX,156,415,no,no,40,134.7,80,198.9,82,177.2,115,8.1,9,8,22.9,16.91,7.97,2.19,0
CA,17,415,no,no,29,186.0,121,146.6,80,222.8,31,9.1,13,5,31.62,12.46,10.03,2.46,1
FL,6,415,no,yes,33,92.3,86,196.6,65,195.5,5,11.3,4,0,15.69,16.71,8.8,3.05,0
OH,147,408,no,yes,17,168.2,21,112.0,81,224.5,40,11.7,16,8,28.59,9.52,10.1,3.16,0
CA,184,415,no,no,11,243.6,48,196.5,166,138.8,163,11.6,17,6,41.41,16.7,6.25,3.13,0
CA,230,415,no,no,34,227.2,155,207.4,154,212.3,166,10.7,18,2,38.62,17.63,9.55,2.89,0
KY,28,408,no,yes,6,172.2,15,211.0,77,124.2,86,7.1,6,1,29.27,17.94,5.59,1.92,0
OH,194,510,no,no,40,269.6,67,128.3,53,157.8,157,9.9,17,2,45.83,10.91,7.1,2.67,0
FL,38,415,no,no,39,283.1,163,224.0,72,205.5,56,9.5,11,1,48.13,19.04,9.25,2.57,0
OH,119,415,no,no,24,215.9,21,233.0,13,94.6,138,8.9,14,1,36.7,19.8,4.26,2.4,0
CA,37,510,no,no,5,100.7,138,152.1,135,81.9,89,10.2,13,3,17.12,12.93,3.69,2.75,0
FL,115,510,no,no,0,78.5,84,249.3,34,137.5,130,7.7,9,5,13.34,21.19,6.19,2.08,1
TX,68,408,yes,no,45,254.7,120,209.4,145,149.3,47,9.9,16,2,43.3,17.8,6.72,2.67,0
KY,214,415,yes,yes,15,193.2,79,197.0,77,154.9,133,9.2,0,8,32.84,16.74,6.97,2.48,0
CA,218,415,no,no,47,268.3,54,228.4,51,171.7,6,8.8,3,4,45.61,19.41,7.73,2.38,0
IN,177,408,yes,yes,3,107.7,34,281.1,71,216.6,43,7.0,8,4,18.31,23.89,9.75,1.89,1
IN,43,510,no,yes,28,171.3,33,193.0,135,305.8,60,6.9,3,6,29.12,16.4,13.76,1.86,0
KY,164,408,no,no,37,235.6,72,175.3,164,166.1,85,13.6,18,8,40.05,14.9,7.47,3.67,0
TX,58,510,yes,no,46,140.6,76,304.0,65,220.6,47,10.3,4,0,23.9,25.84,9.93,2.78,0
CA,13,408,no,yes,27,234.8,131,191.4,80,267.2,60,14.9,17,8,39.92,16.27,12.02,4.02,1
OH,52,510,no,no,21,173.4,124,218.3,76,257.6,96,15.0,14,1,29.48,18.56,11.59,4.05,0
KY,58,408,no,no,7,181.5,10,191.3,117,157.6,167,13.3,19,2,30.86,16.26,7.09,3.59,0
TX,32,510,no,yes,31,116.1,60,119.6,168,247.1,130,6.5,7,4,19.74,10.17,11.12,1.76,1
OH,209,510,no,no,32,193.6,121,184.6,72,269.7,157,13.8,1,3,32.91,15.69,12.14,3.73,0
IN,105,510,no,no,12,298.4,34,255.6,26,282.7,151,9.7,12,4,50.73,21.73,12.72,2.62,1
IN,228,510,no,yes,26,201.0,68,159.5,147,284.7,1,9.3,12,4,34.17,13.56,12.81,2.51,0
OH,188,510,no,no,17,137.2,56,265.9,37,140.6,43,8.9,13,4,23.32,22.6,6.33,2.4,1
KY,238,415,no,no,17,255.4,138,238.2,139,212.9,167,9.1,14,4,43.42,20.25,9.58,2.46,1
IN,83,510,no,no,12,138.9,11,149.8,169,162.7,18,11.1,11,1,23.61,12.73,7.32,3.0,0
CA,186,415,no,no,21,272.9,124,139.8,85,129.5,151,16.2,4,0,46.39,11.88,5.83,4.37,0
FL,99,510,no,yes,13,111.2,42,138.4,100,225.8,49,5.6,2,7,18.9,11.76,10.16,1.51,0
OH,238,415,no,no,10,194.7,146,179.6,102,210.9,19,15.2,17,2,33.1,15.27,9.49,4.1,0
OH,104,415,no,yes,38,262.4,76,145.5,30,209.2,56,14.1,2,6,44.61,12.37,9.41,3.81,0
IN,184,408,no,no,49,133.2,67,261.0,39,174.4,112,9.5,13,7,22.64,22.18,7.85,2.57,1
KY,28,510,no,no,21,184.5,58,140.8,72,332.2,49,8.7,1,5,31.36,11.97,14.95,2.35,0
CA,129,408,no,no,35,242.5,1,155.4,166,281.5,94,6.4,17,5,41.22,13.21,12.67,1.73,0
KY,170,408,no,no,16,58.2,135,275.9,137,177.4,104,7.5,12,2,9.89,23.45,7.98,2.03,0
TX,210,510,no,yes,50,230.1,149,186.8,156,198.7,158,8.4,1,8,39.12,15.88,8.94,2.27,1
TX,48,408,no,no,31,175.3,20,221.1,167,226.7,164,9.7,11,2,29.8,18.79,10.2,2.62,0
FL,40,510,no,no,13,257.9,156,223.2,157,255.5,106,9.9,1,4,43.84,18.97,11.5,2.67,0
IN,97,408,no,no,41,135.3,100,127.3,129,226.0,92,12.1,7,5,23.0,10.82,10.17,3.27,1
IN,191,510,no,no,28,105.1,85,240.1,81,206.2,3,11.8,4,0,17.87,20.41,9.28,3.19,0
IN,204,510,no,no,5,150.7,121,230.7,155,123.5,137,10.6,10,8,25.62,19.61,5.56,2.86,1
FL,200,510,no,yes,49,149.5,74,232.6,31,306.0,62,9.9,12,6,25.42,19.77,13.77,2.67,1
TX,216,415,no,no,3,168.8,74,166.1,87,165.9,163,13.1,16,0,28.7,14.12,7.47,3.54,0
KY,208,408,yes,no,10,154.7,82,214.3,101,257.3,56,12.3,15,5,26.3,18.22,11.58,3.32,0
FL,114,415,no,no,44,71.6,164,191.4,88,201.7,170,11.2,18,6,12.17,16.27,9.08,3.02,0
FL,132,408,no,no,39,174.9,77,204.7,88,267.5,104,8.9,14,4,29.73,17.4,12.04,2.4,1
KY,166,408,no,no,9,192.5,156,161.1,31,129.7,64,13.0,17,4,32.72,13.69,5.84,3.51,1
IN,236,408,no,no,27,169.6,164,190.5,154,165.7,139,12.3,5,6,28.83,16.19,7.46,3.32,1
CA,155,415,no,no,10,195.5,20,248.8,53,192.4,61,9.3,3,2,33.24,21.15,8.66,2.51,0
KY,137,408,no,no,34,184.6,119,103.7,95,150.5,151,4.8,3,2,31.38,8.81,6.77,1.3,0
TX,111,415,yes,yes,14,105.4,11,181.7,158,171.0,129,10.3,12,0,17.92,15.44,7.69,2.78,0
OH,144,510,no,no,7,163.8,82,231.9,113,269.7,174,8.1,8,7,27.85,19.71,12.14,2.19,1
OH,184,408,no,no,19,186.2,112,145.6,23,229.8,125,11.9,9,1,31.65,12.38,10.34,3.21,0
FL,76,408,no,no,49,167.2,14,220.0,162,278.2,143,10.6,13,2,28.42,18.7,12.52,2.86,0
OH,31,510,no,yes,20,99.4,112,223.5,29,203.5,161,5.5,7,6,16.9,19.0,9.16,1.48,1
CA,216,510,no,no,0,246.0,140,192.3,96,191.4,145,10.8,2,7,41.82,16.35,8.61,2.92,0
IN,119,408,no,no,28,127.5,123,215.1,54,129.4,28,14.6,8,8,21.68,18.28,5.82,3.94,0
TX,142,510,no,no,23,112.9,140,281.4,63,256.6,50,9.6,0,7,19.19,23.92,11.55,2.59,1
CA,237,415,no,no,29,182.2,114,166.4,32,191.3,13,10.0,14,6,30.97,14.14,8.61,2.7,0
TX,25,415,no,no,39,162.9,146,130.6,45,210.5,93,9.1,14,0,27.69,11.1,9.47,2.46,0
TX,34,408,no,no,34,212.5,31,178.8,32,169.8,57,10.2,6,0,36.12,15.2,7.64,2.75,0
IN,67,415,no,no,32,227.1,98,150.3,29,353.7,162,14.2,14,7,38.61,12.78,15.92,3.83,0
FL,152,415,no,yes,19,218.9,86,219.3,78,206.6,136,12.8,6,6,37.21,18.64,9.3,3.46,0
OH,118,408,no,no,15,179.9,148,177.2,156,161.4,127,8.4,12,1,30.58,15.06,7.26,2.27,0
IN,234,510,no,yes,8,209.9,111,230.7,91,137.4,36,9.8,11,8,35.68,19.61,6.18,2.65,0
CA,73,408,no,no,30,95.8,141,214.6,95,228.5,102,10.0,17,6,16.29,18.24,10.28,2.7,0
FL,26,415,yes,no,16,239.1,23,165.7,29,159.3,11,11.1,6,8,40.65,14.08,7.17,3.0,0
CA,148,408,no,no,30,158.1,48,153.9,105,175.6,84,11.2,6,0,26.88,13.08,7.9,3.02,0
FL,192,408,no,yes,47,286.4,31,130.3,101,117.5,138,9.7,14,2,48.69,11.08,5.29,2.62,1
CA,104,415,no,no,22,240.7,74,252.6,139,203.6,26,6.6,8,1,40.92,21.47,9.16,1.78,0
IN,10,415,no,yes,5,169.3,108,226.2,66,203.0,87,9.7,5,5,28.78,19.23,9.14,2.62,0
FL,211,408,no,yes,29,181.2,10,179.5,142,300.3,170,9.0,8,3,30.8,15.26,13.51,2.43,0
FL,67,415,no,yes,6,243.9,67,230.3,9,171.1,97,7.6,18,1,41.46,19.58,7.7,2.05,0
TX,152,415,no,no,47,58.0,89,144.8,85,81.4,19,12.1,19,1,9.86,12.31,3.66,3.27,0
TX,5,415,no,no,39,171.3,109,156.3,60,188.0,140,10.1,15,5,29.12,13.29,8.46,2.73,1
KY,195,415,no,no,41,271.9,132,151.3,22,270.4,46,7.2,15,8,46.22,12.86,12.17,1.94,0
CA,186,415,no,no,45,225.6,163,213.8,10,233.0,7,15.3,0,5,38.35,18.17,10.48,4.13,0
TX,27,415,no,yes,10,134.8,31,169.8,15,258.7,70,11.1,12,3,22.92,14.43,11.64,3.0,0
KY,208,510,no,no,33,197.0,70,127.3,48,224.4,63,12.1,18,8,33.49,10.82,10.1,3.27,0
TX,113,408,no,yes,11,127.3,73,204.6,109,176.3,43,12.8,3,1,21.64,17.39,7.93,3.46,0
CA,15,415,no,yes,51,161.6,137,228.7,79,139.3,11,8.8,18,5,27.47,19.44,6.27,2.38,0
FL,163,408,no,yes,51,198.0,98,193.2,141,146.9,104,11.5,9,6,33.66,16.42,6.61,3.11,1
OH,204,510,no,no,44,207.5,20,257.0,133,167.5,3,4.8,12,2,35.28,21.85,7.54,1.3,0
CA,105,415,no,no,46,219.4,39,240.1,169,234.2,39,12.6,0,3,37.3,20.41,10.54,3.4,0
IN,181,408,no,no,26,246.6,41,255.9,144,195.7,146,9.8,12,6,41.92,21.75,8.81,2.65,1
TX,44,415,no,no,11,115.5,71,239.2,118,102.8,0,11.4,9,8,19.64,20.33,4.63,3.08,0
TX,26,415,no,no,12,181.3,45,211.8,41,217.3,118,9.8,14,4,30.82,18.0,9.78,2.65,0
FL,175,415,no,yes,7,134.1,81,137.8,9,266.0,140,14.9,14,1,22.8,11.71,11.97,4.02,0
IN,162,415,no,no,15,158.5,72,182.7,48,114.8,49,13.3,6,7,26.94,15.53,5.17,3.59,0
FL,215,415,yes,no,28,139.3,117,174.4,8,229.7,169,3.0,13,8,23.68,14.82,10.34,0.81,1
IN,95,415,no,no,34,207.0,40,155.6,166,86.0,108,11.5,7,1,35.19,13.23,3.87,3.11,0
OH,178,415,no,no,28,236.9,93,171.3,1,152.7,152,9.2,18,0,40.27,14.56,6.87,2.48,0
TX,84,510,no,no,30,239.8,131,126.8,67,130.7,43,11.6,17,3,40.77,10.78,5.88,3.13,0
TX,140,510,no,yes,12,120.3,98,244.2,51,237.0,108,11.6,14,0,20.45,20.76,10.66,3.13,0
OH,215,415,no,no,11,173.3,141,147.1,138,289.9,97,8.0,8,0,29.46,12.5,13.05,2.16,0
KY,132,415,yes,no,50,118.8,141,240.7,36,257.4,80,9.7,11,4,20.2,20.46,11.58,2.62,0
FL,87,510,no,yes,1,117.0,52,266.3,21,255.5,148,7.2,13,6,19.89,22.64,11.5,1.94,1
OH,176,510,no,no,32,144.3,127,161.7,4,149.7,75,14.0,1,2,24.53,13.74,6.74,3.78,0
FL,183,510,no,no,7,198.5,28,172.3,129,231.5,79,10.9,4,6,33.75,14.65,10.42,2.94,0
CA,112,415,no,yes,40,208.0,22,224.9,132,212.9,51,11.2,4,4,35.36,19.12,9.58,3.02,0
TX,129,408,no,no,39,215.3,84,178.2,98,136.5,62,10.8,13,7,36.6,15.15,6.14,2.92,0
FL,89,408,no,no,48,212.0,158,160.0,159,258.1,83,7.1,3,6,36.04,13.6,11.61,1.92,0
IN,66,408,no,no,40,134.2,95,222.0,146,223.4,137,11.7,1,0,22.81,18.87,10.05,3.16,0
FL,158,408,no,yes,31,243.9,70,163.0,102,188.2,86,14.8,0,0,41.46,13.86,8.47,4.0,0
CA,131,415,no,yes,37,223.4,150,306.9,114,244.3,110,5.8,1,6,37.98,26.09,10.99,1.57,1
TX,122,408,no,no,27,157.7,7,228.1,3,208.0,58,10.2,12,5,26.81,19.39,9.36,2.75,0
OH,149,510,no,no,14,159.8,75,233.5,86,264.9,7,12.1,19,8,27.17,19.85,11.92,3.27,0
CA,217,510,no,no,22,144.5,99,195.5,45,302.0,50,8.0,16,7,24.56,16.62,13.59,2.16,1
TX,84,408,no,yes,23,110.2,15,293.1,82,184.9,132,12.0,12,5,18.73,24.91,8.32,3.24,1
FL,177,510,no,yes,12,216.0,153,162.9,153,184.3,75,10.1,16,5,36.72,13.85,8.29,2.73,0
KY,116,415,no,yes,20,224.4,156,238.0,49,173.5,169,8.1,4,8,38.15,20.23,7.81,2.19,0
KY,214,408,no,no,11,130.0,92,133.1,25,200.9,77,3.2,7,3,22.1,11.31,9.04,0.86,0
IN,213,408,no,no,12,113.5,5,314.7,70,273.0,123,9.7,11,8,19.3,26.75,12.28,2.62,1
TX,190,415,no,no,38,129.4,36,241.0,31,142.7,11,9.8,8,7,22.0,20.49,6.42,2.65,0
KY,225,510,no,no,22,186.0,160,153.0,110,126.0,23,13.5,17,2,31.62,13.0,5.67,3.65,0
OH,116,415,no,no,49,105.4,94,226.3,116,212.7,44,10.9,15,3,17.92,19.24,9.57,2.94,0
TX,38,415,no,no,45,240.9,60,253.1,96,198.0,52,8.6,18,6,40.95,21.51,8.91,2.32,1
OH,143,510,no,yes,42,237.7,17,155.3,25,210.4,144,5.8,7,2,40.41,13.2,9.47,1.57,0
OH,110,415,no,no,27,202.9,110,177.0,87,94.4,117,12.4,6,2,34.49,15.05,4.25,3.35,0
KY,180,510,no,no,13,223.7,94,150.3,50,283.2,36,10.3,8,7,38.03,12.78,12.74,2.78,1
TX,207,510,no,yes,16,183.2,15,223.9,86,211.1,74,8.9,11,4,31.14,19.03,9.5,2.4,1
FL,46,415,no,yes,23,205.1,103,209.1,165,332.1,169,8.5,13,4,34.87,17.77,14.94,2.3,1
CA,25,510,no,no,33,109.8,164,201.6,25,222.3,78,13.4,9,7,18.67,17.14,10.0,3.62,0
KY,21,415,no,no,50,255.1,13,159.7,123,178.3,167,13.8,15,5,43.37,13.57,8.02,3.73,0
KY,216,510,no,no,47,153.7,102,189.7,30,213.8,22,8.3,1,4,26.13,16.12,9.62,2.24,0
FL,121,408,no,yes,21,173.0,67,164.2,125,279.9,150,3.8,5,0,29.41,13.96,12.6,1.03,0
TX,122,510,no,no,9,314.3,29,224.2,44,161.1,48,9.4,10,4,53.43,19.06,7.25,2.54,0
TX,133,510,no,no,7,168.1,59,147.4,30,231.6,127,10.6,3,7,28.58,12.53,10.42,2.86,0
OH,70,415,no,no,20,219.9,52,160.1,110,223.6,134,10.2,4,8,37.38,13.61,10.06,2.75,1
FL,113,510,no,no,36,207.8,163,240.8,60,232.1,36,5.7,4,5,35.33,20.47,10.44,1.54,0
FL,107,408,no,yes,6,108.0,157,178.0,44,150.9,143,14.1,16,2,18.36,15.13,6.79,3.81,0
TX,112,408,no,yes,25,126.0,63,288.0,59,234.4,37,5.0,4,7,21.42,24.48,10.55,1.35,1
OH,108,510,no,yes,12,289.9,13,209.8,51,230.4,98,8.0,10,4,49.28,17.83,10.37,2.16,0
KY,47,510,no,no,15,211.3,22,109.3,51,284.6,167,7.2,8,1,35.92,9.29,12.81,1.94,0
IN,215,408,no,no,29,179.1,155,133.8,75,295.7,28,7.1,14,0,30.45,11.37,13.31,1.92,0
CA,196,415,no,no,30,151.1,121,170.5,61,220.1,102,4.1,2,7,25.69,14.49,9.9,1.11,1
KY,91,408,no,no,4,197.3,6,237.1,153,212.4,144,10.2,15,1,33.54,20.15,9.56,2.75,0
TX,18,408,no,no,31,202.4,9,232.1,66,148.1,147,13.8,8,2,34.41,19.73,6.66,3.73,0
CA,149,510,no,no,15,192.2,101,175.8,78,189.4,109,9.6,5,8,32.67,14.94,8.52,2.59,1
IN,220,510,no,no,46,237.7,12,261.6,48,175.4,152,7.3,8,0,40.41,22.24,7.89,1.97,0
IN,227,408,no,no,8,133.2,160,216.4,87,252.7,59,13.8,18,7,22.64,18.39,11.37,3.73,0
OH,214,415,no,yes,21,126.0,159,184.0,114,216.6,165,12.3,5,1,21.42,15.64,9.75,3.32,0
CA,104,408,no,no,43,236.3,126,258.7,43,147.0,62,7.7,10,7,40.17,21.99,6.61,2.08,0
OH,151,408,no,yes,39,294.1,47,159.6,35,154.5,38,10.9,1,1,50.0,13.57,6.95,2.94,0
KY,192,415,no,yes,44,225.5,4,227.8,21,337.8,125,12.9,17,6,38.34,19.36,15.2,3.48,0
FL,195,408,no,no,36,250.1,60,232.9,129,176.9,82,7.6,6,2,42.52,19.8,7.96,2.05,0
FL,40,408,no,no,13,176.0,121,230.9,6,236.6,20,10.3,3,3,29.92,19.63,10.65,2.78,0
FL,242,510,no,yes,15,194.4,89,192.2,15,201.2,31,9.0,6,0,33.05,16.34,9.05,2.43,0
CA,138,415,no,yes,42,193.6,102,243.5,93,186.5,27,6.8,16,0,32.91,20.7,8.39,1.84,0
FL,89,510,no,no,19,177.0,89,292.1,43,263.3,102,10.4,3,7,30.09,24.83,11.85,2.81,1
KY,180,510,no,yes,43,256.2,2,192.2,109,175.4,11,11.2,12,7,43.55,16.34,7.89,3.02,0
OH,241,415,no,no,14,240.3,23,203.4,64,183.7,120,10.1,19,1,40.85,17.29,8.27,2.73,0
CA,200,415,no,yes,43,158.4,116,246.3,72,274.2,110,7.8,18,3,26.93,20.94,12.34,2.11,0
OH,203,408,no,yes,25,91.1,97,186.7,70,179.2,78,15.7,3,1,15.49,15.87,8.06,4.24,0
CA,61,510,no,no,8,176.6,161,185.3,157,124.1,91,8.7,12,7,30.02,15.75,5.58,2.35,1
OH,192,415,no,no,0,117.6,83,142.0,169,139.1,119,11.5,0,6,19.99,12.07,6.26,3.11,0
IN,5,510,no,yes,34,181.3,118,113.8,73,227.8,84,12.2,1,6,30.82,9.67,10.25,3.29,0
OH,122,510,no,no,43,121.9,41,143.3,24,162.1,79,3.3,6,2,20.72,12.18,7.29,0.89,0
FL,237,415,no,yes,19,247.9,147,243.1,81,261.0,150,12.2,16,4,42.14,20.66,11.74,3.29,1
IN,181,408,no,yes,44,217.0,40,148.6,70,201.1,14,10.0,6,0,36.89,12.63,9.05,2.7,0
OH,55,510,no,no,5,215.6,81,224.3,56,241.2,100,9.3,12,3,36.65,19.07,10.85,2.51,0
CA,37,415,no,no,41,237.9,101,274.3,159,219.1,11,9.7,16,3,40.44,23.32,9.86,2.62,0
CA,56,408,no,no,9,201.1,147,207.9,49,257.2,131,11.6,0,0,34.19,17.67,11.57,3.13,0
CA,187,510,no,no,47,209.5,5,155.9,74,301.7,34,3.8,1,6,35.62,13.25,13.58,1.03,0
TX,237,415,no,no,32,257.5,121,193.4,137,230.5,94,10.1,5,4,43.78,16.44,10.37,2.73,1
KY,102,510,no,no,15,172.7,24,219.0,149,227.9,26,11.2,11,0,29.36,18.62,10.26,3.02,0
CA,93,415,no,yes,35,212.7,40,219.2,40,260.1,124,15.8,12,4,36.16,18.63,11.7,4.27,1
IN,197,415,no,yes,5,123.1,2,205.9,46,169.5,160,6.4,19,7,20.93,17.5,7.63,1.73,0
CA,73,510,no,no,18,184.3,107,231.6,141,229.2,12,11.2,19,7,31.33,19.69,10.31,3.02,0
TX,59,510,no,no,30,302.0,56,250.0,130,150.2,164,8.7,8,1,51.34,21.25,6.76,2.35,0
FL,240,415,yes,no,1,224.0,82,176.0,77,159.0,171,11.3,16,0,38.08,14.96,7.15,3.05,0
IN,2,408,yes,no,17,175.4,73,270.2,52,174.3,1,12.3,17,1,29.82,22.97,7.84,3.32,0
TX,193,510,no,no,41,194.3,132,216.5,15,268.5,165,8.0,7,5,33.03,18.4,12.08,2.16,0
FL,104,415,no,yes,27,178.9,85,88.7,118,192.4,36,15.3,7,4,30.41,7.54,8.66,4.13,1
IN,188,415,no,no,3,192.5,96,190.6,27,157.8,113,13.6,10,3,32.72,16.2,7.1,3.67,0
OH,51,408,no,no,0,158.5,14,191.3,162,241.0,119,12.1,7,7,26.94,16.26,10.84,3.27,1
KY,30,408,no,no,46,206.7,87,254.0,129,111.0,68,9.0,17,4,35.14,21.59,5.0,2.43,1
KY,11,408,yes,yes,41,208.6,93,170.9,60,99.0,17,8.5,17,3,35.46,14.53,4.46,2.3,0
TX,220,510,no,no,49,180.4,125,207.5,54,186.3,47,11.2,12,7,30.67,17.64,8.38,3.02,1
FL,108,415,no,no,15,187.6,99,129.0,17,185.5,80,8.9,0,0,31.89,10.97,8.35,2.4,0
KY,76,415,no,no,44,198.4,38,158.5,48,256.3,65,8.6,14,8,33.73,13.47,11.53,2.32,0
FL,167,415,no,no,46,151.5,78,239.8,101,264.8,105,15.2,5,1,25.76,20.38,11.92,4.1,0
FL,90,408,no,no,1,206.2,38,138.9,41,194.5,57,11.5,5,7,35.05,11.81,8.75,3.11,0
TX,205,415,no,no,51,222.1,51,248.3,6,188.8,162,12.2,12,8,37.76,21.11,8.5,3.29,0
TX,123,510,no,no,35,259.1,130,257.0,131,158.1,77,15.1,1,7,44.05,21.85,7.11,4.08,1
TX,200,408,yes,yes,0,197.2,156,262.1,58,194.1,6,10.2,18,8,33.52,22.28,8.73,2.75,1
KY,191,408,no,no,38,150.0,125,277.3,48,61.9,102,8.3,16,3,25.5,23.57,2.79,2.24,0
TX,192,408,no,no,22,174.4,158,238.8,59,175.6,108,7.1,0,1,29.65,20.3,7.9,1.92,0
KY,189,408,no,no,25,118.3,65,221.3,5,195.6,8,13.7,13,2,20.11,18.81,8.8,3.7,0
TX,125,510,yes,yes,10,219.3,44,231.0,147,157.6,68,9.0,15,7,37.28,19.64,7.09,2.43,1
CA,182,415,no,no,41,68.8,21,203.6,30,165.2,131,2.0,14,4,11.7,17.31,7.43,0.54,1
FL,220,510,no,yes,0,235.3,82,181.3,115,183.9,159,2.8,8,3,40.0,15.41,8.28,0.76,0
TX,122,415,no,yes,10,241.8,137,238.5,149,199.6,132,6.0,18,2,41.11,20.27,8.98,1.62,0
IN,94,510,yes,no,23,21.7,148,222.5,84,246.6,55,9.0,7,2,3.69,18.91,11.1,2.43,0
FL,201,408,no,yes,9,248.9,16,244.0,159,223.0,55,9.4,14,6,42.31,20.74,10.04,2.54,0
FL,103,408,no,yes,13,235.5,66,189.6,46,247.6,43,11.4,9,7,40.04,16.12,11.14,3.08,0
TX,223,510,no,no,13,164.3,6,194.0,161,230.9,71,6.9,1,4,27.93,16.49,10.39,1.86,0
OH,186,510,no,yes,6,115.6,100,210.6,154,206.2,140,10.6,17,7,19.65,17.9,9.28,2.86,1
